CustomerKey,Full_name,Gender,DateFirstPurchase,Coustomer_city
13346,Gregory Chande,Male,18-02-2021,Beaverton
13347,Rachel Hall,Female,05-06-2022,Novato
13348,Noah Young,Male,05-02-2021,Lincoln Acres
13349,Kaitlyn Gonzalez,Female,13-02-2022,Newport Beach
13350,Isaac Sandberg,Male,18-04-2022,Shawnee
13351,Mariah Cox,Female,19-02-2021,Issaquah
13352,Joseph Davis,Male,21-06-2022,La Jolla
13353,Jordyn Coleman,Female,22-02-2021,Lynnwood
13354,Eric Campbell,Male,25-02-2021,Seattle
13355,Jackson Jai,Male,12-02-2021,Puyallup
13356,Stefanie Prasad,Female,16-10-2022,Bellingham
13357,Blake Gonzales,Male,05-02-2021,El Cajon
13358,Alexandra Edwards,Female,20-09-2022,Metchosin
13359,Ian Wood,Male,30-01-2021,Downey
13360,Jada Cook,Female,04-02-2022,Concord
13361,Cameron Jai,Male,25-02-2021,Lake Oswego
13362,Destiny Morgan,Female,04-02-2021,Bellflower
13363,Sydney Allen,Female,28-02-2022,Woodburn
13364,Natalie Anderson,Female,15-05-2022,Bellflower
13365,Luke Shan,Male,11-09-2022,Concord
13366,Austin Davis,Male,26-05-2022,Westminster
13367,Savannah Edwards,Female,27-02-2021,Lynnwood
13368,Kyle Henderson,Male,26-10-2022,Renton
13369,Mariah Henderson,Female,02-02-2021,Edmonds
13370,Blake Ross,Male,18-11-2022,Oregon City
13371,Sydney Gonzales,Female,06-08-2022,Salem
13372,Isaac Edwards,Male,04-02-2022,Yakima
13373,Michelle Murphy,Female,31-03-2022,Beverly Hills
13374,Marco Martinez,Male,13-10-2022,Burlingame
13375,Jason Kumar,Male,03-12-2022,Colma
13376,Jerry Rai,Male,26-09-2022,Concord
13377,Thomas Hernandez,Male,01-05-2022,Santa Cruz
13378,Alexandra Bailey,Female,31-01-2021,Woodland Hills
13379,Bailey Morris,Female,17-07-2022,Sedro Woolley
13380,Katherine Scott,Female,01-02-2021,Bellflower
13381,Vanessa Jenkins,Female,24-07-2022,Coronado
13382,Richard Rogers,Male,12-02-2021,Santa Monica
13383,Natalie Wright,Female,31-01-2021,Beaverton
13384,Mario Ashe,Male,04-02-2021,Bremerton
13385,Danielle Cook,Female,23-02-2021,Issaquah
13386,Samuel Patterson,Male,02-10-2022,Lebanon
13387,Miranda Jenkins,Female,02-11-2022,Berkeley
13388,Marshall Shen,Male,05-03-2022,Burlingame
13389,Madison Thomas,Female,30-11-2022,Lemon Grove
13390,Julia Collins,Female,30-12-2022,Novato
13391,Brenda Malhotra,Female,02-10-2022,Burnaby
13392,Hunter Parker,Male,09-11-2022,Beaverton
13393,Willie Kumar,Male,10-05-2022,Beaverton
13394,Matthew Clark,Male,12-05-2022,Beaverton
13395,Gabriel Li,Male,18-07-2022,Bellingham
13396,David Kumar,Male,29-05-2022,Olympia
13397,Adam Mitchell,Male,12-11-2022,Redmond
13398,Logan Ross,Male,21-11-2022,Sedro Woolley
13399,Edward Young,Male,08-11-2022,Grossmont
13400,Julia Thomas,Female,26-02-2021,Grossmont
13401,Erin Bradley,Female,28-02-2021,Woodland Hills
13402,Gabriel Turner,Male,22-02-2021,El Cajon
13403,Jennifer Jackson,Female,23-02-2021,Woodburn
13404,Kelvin Yang,Male,16-12-2021,London
13405,Ethan Bryant,Male,01-11-2020,Roubaix
13406,Craig Jiménez,Male,28-01-2020,Münster
13407,Cassandra Rana,Female,27-12-2021,London
13408,Katherine Gonzales,Female,14-12-2021,Peterborough
13409,Cory Fernandez,Male,22-10-2022,Tremblay-en-France
13410,Jillian Madan,Female,07-06-2022,Berlin
13411,Jacquelyn Blanco,Female,07-12-2021,Berks
13412,Rafael Zhao,Male,09-12-2022,Birmingham
13413,Fernando Phillips,Male,31-10-2022,Portland
13414,Miguel Wilson,Male,06-05-2022,Oregon City
13415,Marcus Rogers,Male,26-05-2022,Beverly Hills
13416,Richard Roberts,Male,10-03-2022,Fremont
13417,Ian Cox,Male,02-05-2022,Long Beach
13418,Devin Cox,Male,05-05-2022,Vancouver
13419,Lauren Coleman,Female,10-02-2021,Bremerton
13420,Jordan Turner,Female,21-02-2021,Grossmont
13421,Alyssa Patterson,Female,27-04-2022,Santa Cruz
13422,Jacqueline Washington,Female,16-05-2022,Spring Valley
13423,Alex Peterson,Male,24-07-2022,Sooke
13424,Jasmine Thomas,Female,02-02-2021,Corvallis
13425,Jose Garcia,Male,23-02-2021,Edmonds
13426,Taylor Williams,Female,05-03-2021,Bellflower
13427,Connor Winston,Male,21-05-2022,Lincoln Acres
13428,Marcus Ramirez,Male,11-05-2022,Novato
13429,Gabrielle Washington,Female,11-03-2021,Palo Alto
13430,Edward Griffin,Male,22-03-2022,Santa Monica
13431,Bryan James,Male,14-03-2021,Tacoma
13432,Dalton Wood,Male,27-03-2022,Ballard
13433,Jessie Vazquez,Female,18-03-2021,Bellflower
13434,Kaitlyn Wright,Female,13-10-2022,N. Vancouver
13435,Tracy Pal,Female,17-03-2021,Beverly Hills
13436,Gail Griffin,Female,12-03-2021,Issaquah
13437,Ethan Flores,Male,02-03-2022,Port Orchard
13438,Chloe Griffin,Female,02-03-2021,Redmond
13439,Arturo Lin,Male,18-05-2022,Burlingame
13440,Sydney Miller,Female,12-05-2022,Victoria
13441,Omar Zhang,Male,29-11-2022,Bellingham
13442,Paula Vazquez,Female,18-03-2021,Burien
13443,Jasmine White,Female,10-03-2021,Lebanon
13444,Abby Lopez,Female,13-07-2022,Beverly Hills
13445,Logan Davis,Male,14-11-2022,Daly City
13446,Katelyn Scott,Female,01-03-2021,El Cajon
13447,Destiny Cox,Female,26-03-2021,Long Beach
13448,Catherine Ward,Female,01-06-2022,Palo Alto
13449,Jerome Diaz,Male,12-03-2021,Bremerton
13450,Victoria Jones,Female,28-04-2021,Oregon City
13451,Robin Browning,Female,18-10-2022,Burbank
13452,Kaitlyn Evans,Female,30-03-2021,Glendale
13453,Amanda Howard,Female,08-04-2021,Lincoln Acres
13454,Benjamin Griffin,Male,14-06-2022,Long Beach
13455,Kaitlyn Bryant,Female,10-06-2022,San Diego
13456,Sydney Hernandez,Female,14-04-2021,Kirkland
13457,Eric Henderson,Male,05-08-2022,W. Linn
13458,Joan James,Female,07-02-2022,Bellingham
13459,Devin Foster,Male,11-11-2022,San Diego
13460,Jasmine Walker,Female,01-05-2022,Newton
13461,Anthony Jones,Male,30-03-2021,Santa Cruz
13462,Jay Sara,Male,18-04-2021,Bellingham
13463,Tammy Sara,Female,13-11-2022,Bellflower
13464,Martha Hu,Female,19-04-2021,Beverly Hills
13465,Sydney Campbell,Female,21-11-2022,Long Beach
13466,Bryce James,Male,16-09-2022,Langley
13467,Kristopher Martinez,Male,10-05-2022,Bellingham
13468,Mariah Sanders,Female,24-04-2021,Portland
13469,Bryce Bailey,Male,16-01-2023,Tacoma
13470,Jaclyn Jai,Female,20-12-2022,Bellflower
13471,Eric Bryant,Male,20-05-2022,Grossmont
13472,Simon Pearson,Male,24-06-2022,National City
13473,Logan Hill,Male,09-06-2022,Coronado
13474,Elizabeth Hall,Female,07-05-2022,Shawnee
13475,Charles Allen,Male,10-12-2022,Redwood City
13476,Timothy Hall,Male,17-06-2022,Santa Cruz
13477,Katherine Wood,Female,28-04-2021,Imperial Beach
13478,Alexia Coleman,Female,13-04-2021,Puyallup
13479,Katelyn Rogers,Female,23-08-2022,Lemon Grove
13480,Anna Rodriguez,Female,20-05-2022,Berkeley
13481,Hunter Hernandez,Male,10-01-2023,Chula Vista
13482,Haley Bryant,Female,02-04-2021,Berkeley
13483,Christian Lal,Male,21-07-2022,Lynnwood
13484,Marcus Martinez,Male,12-05-2021,Bellflower
13485,Thomas Allen,Male,15-02-2022,Chula Vista
13486,Rebekah Gomez,Female,22-04-2022,Cliffside
13487,Emily Martin,Female,29-05-2021,Spring Valley
13488,Laura Guo,Female,12-06-2022,Bellingham
13489,Jennifer Walker,Female,03-05-2021,Portland
13490,Edward Rodriguez,Male,11-03-2022,Santa Cruz
13491,Natalie Howard,Female,30-01-2022,Haney
13492,Christian Foster,Male,29-05-2021,Burbank
13493,Valerie Zhao,Female,26-03-2022,Berkshire
13494,Byron Gutierrez,Male,18-05-2022,Braunschweig
13495,Micheal Alvarez,Male,23-03-2022,Reading
13496,Lucas Morris,Male,17-04-2022,Drancy
13497,Deborah Sharma,Female,24-02-2022,Hamburg
13498,Joel Mehta,Male,19-08-2022,Dunkerque
13499,Olivia Cox,Female,13-02-2022,Lille
13500,Molly Vance,Female,20-11-2022,Bonn
13501,Clayton Zhu,Male,17-05-2022,Stuttgart
13502,Deborah Nara,Female,18-08-2022,Berlin
13503,Theodore Gomez,Male,19-04-2022,Liverpool
13504,Beth Alonso,Female,15-11-2020,Chatou
13505,Jamie Cai,Female,07-06-2022,Cheltenham
13506,Willie Guo,Male,03-10-2022,Cergy
13507,Margaret Patterson,Female,19-04-2022,Billericay
13508,Cassandra Sanchez,Female,04-02-2022,Lieusaint
13509,Lucas Johnson,Male,17-05-2022,York
13510,Jon Shen,Male,02-02-2022,Les Ulis
13511,Ernest Liu,Male,03-12-2020,Courbevoie
13512,Ken Sánchez,Female,06-08-2022,Les Ulis
13513,Abigail Henderson,Female,01-01-2020,Werne
13514,Lindsay Luo,Female,17-02-2020,Eilenburg
13515,Cara Liang,Female,11-02-2020,Salzgitter
13516,Harold Ray,Male,22-07-2022,London
13517,Nicolas Sharma,Male,22-12-2021,London
13518,Brendan Goldstein,Male,17-06-2021,Cloverdale
13519,Lucas Foster,Male,26-06-2021,Melbourne
13520,Carol Nelson,Female,17-06-2021,Bendigo
13521,Sandra Lu,Female,22-06-2021,Cloverdale
13522,Logan Taylor,Male,24-04-2022,Geelong
13523,Adrienne Ruiz,Female,23-05-2022,Findon
13524,Cheryl Blanco,Female,20-06-2021,Sydney
13525,Cassandra Van,Female,06-06-2021,Lavender Bay
13526,Krystal Liu,Female,15-07-2021,Perth
13527,Tonya Andersen,Female,08-07-2021,Gold Coast
13528,Carmen Lopez,Female,10-07-2021,Lane Cove
13529,Pamela Martinez,Female,16-07-2021,South Melbourne
13530,Krystal Chen,Female,14-09-2022,Reading
13531,Tyrone Gutierrez,Male,05-09-2022,Sèvres
13532,Melody Gill,Female,25-09-2022,Poing
13533,Eduardo Butler,Male,09-04-2022,Billericay
13534,Beth Navarro,Female,07-08-2022,London
13535,Omar Nara,Male,21-07-2022,Gateshead
13536,Arianna Ward,Female,24-12-2020,Saint Germain en Laye
13537,Jill Moreno,Female,29-11-2020,Saint Ouen
13538,Vanessa Henderson,Female,24-02-2020,Kassel
13539,Roger Guo,Male,05-08-2022,London
13540,Paula Ortega,Female,09-02-2020,Erlangen
13541,Ashlee Xu,Female,28-02-2020,Hannover
13542,Sharon Kumar,Female,26-02-2020,Frankfurt
13543,Phillip Rana,Male,26-02-2020,Leipzig
13544,Joy Martin,Female,19-04-2022,London
13545,Brad Sharma,Male,11-02-2020,Grevenbroich
13546,Mitchell Jai,Male,29-01-2020,Münster
13547,Michele Jimenez,Female,16-08-2022,Stoke-on-Trent
13548,Bridget Jai,Female,01-02-2020,Frankfurt
13549,Richard King,Male,01-05-2022,Paris
13550,Joe Malhotra,Male,21-03-2022,Saint Germain en Laye
13551,Jacob Lee,Male,04-12-2021,Cheltenham
13552,Trevor Hughes,Male,24-12-2020,Saint Germain en Laye
13553,Jessica Coleman,Female,30-11-2021,Oxford
13554,Paula Moreno,Female,11-12-2021,London
13555,Tammy Smith,Female,24-12-2020,Orleans
13556,Alisha Nath,Female,19-12-2020,Lieusaint
13557,Stacey Liu,Female,15-12-2021,London
13558,Karen Lu,Female,16-12-2020,Villeneuve-d'Ascq
13559,Lori Ramos,Female,26-02-2020,Berlin
13560,Andres Shan,Male,19-03-2020,Frankfurt am Main
13561,Gary Navarro,Male,29-11-2021,London
13562,Bryant Van,Male,23-12-2021,Newcastle upon Tyne
13563,Phillip Sai,Male,08-01-2020,Stoke-on-Trent
13564,Sabrina Blanco,Female,05-12-2020,Paris
13565,Tiffany Zhao,Female,23-01-2021,Courbevoie
13566,Mikael Sandberg,Female,23-06-2022,Solingen
13567,Anne Rubio,Female,05-03-2020,Stuttgart
13568,Max Jimenez,Male,18-02-2022,Paris
13569,Marcus Hall,Male,31-05-2022,Darmstadt
13570,Benjamin Jackson,Male,14-03-2020,Ingolstadt
13571,Allen Mehta,Male,28-01-2022,Boulogne-Billancourt
13572,Shaun Deng,Male,02-03-2020,Stuttgart
13573,Edwin Pal,Male,13-05-2022,Orleans
13574,Brenda Garcia,Female,30-01-2022,Dresden
13575,Alicia Shen,Female,18-01-2021,Les Ulis
13576,Tamara Lal,Female,09-01-2020,London
13577,Theodore Torres,Male,21-01-2021,Paris
13578,Karl Nath,Male,15-01-2023,Roncq
13579,Alan Chen,Male,27-03-2020,Ingolstadt
13580,Carol Xu,Female,23-03-2020,Offenbach
13581,Albert Blanco,Male,04-01-2020,Esher-Molesey
13582,Martha Gao,Female,29-01-2022,London
13583,Blake Butler,Male,21-01-2020,Gateshead
13584,Isaiah Cox,Male,26-01-2020,Runcorn
13585,Savannah Morris,Female,22-01-2020,Leeds
13586,Larry Alonso,Male,27-04-2022,Gateshead
13587,Kristina Subram,Female,28-10-2022,Bonn
13588,Deb Dominguez,Female,16-11-2022,Leipzig
13589,Cameron Smith,Male,20-08-2022,Drancy
13590,Louis Xie,Male,03-01-2020,York
13591,Latasha Alonso,Female,02-01-2020,York
13592,Gabriella Collins,Female,02-01-2021,Chatou
13593,Deanna Navarro,Female,15-12-2022,Frankfurt am Main
13594,Jessica Williams,Female,28-07-2022,Hamburg
13595,Cole Stewart,Male,13-01-2021,Bobigny
13596,Billy Gomez,Male,10-02-2022,Orly
13597,Lance Gutierrez,Male,19-08-2022,Hof
13598,Keith Luo,Male,07-10-2022,Werne
13599,Valerie Zhu,Female,01-05-2022,Berks
13600,Marie Sanz,Female,03-02-2020,Watford
13601,Tanya Dominguez,Female,03-01-2023,Berlin
13602,Virginia Mehta,Female,05-02-2020,Billericay
13603,Molly Martinez,Female,22-03-2022,Leeds
13604,Nuan Zheng,Male,10-10-2022,London
13605,Gerrit Straatsma,Male,21-01-2021,Metz
13606,Drew Sharma,Male,17-04-2020,Frankfurt
13607,Levi Rana,Male,18-04-2020,Frankfurt am Main
13608,Karla Kumar,Female,12-10-2022,Paderborn
13609,Ramon Yang,Male,07-08-2022,London
13610,Omar Sharma,Male,21-03-2022,Paris
13611,Marshall Huang,Male,05-01-2023,Sèvres
13612,Hailey Ross,Female,10-06-2022,Warrington
13613,Derek Jai,Male,13-02-2022,Springwood
13614,Julie Becker,Female,26-04-2022,North Ryde
13615,Jacquelyn Rowe,Female,29-01-2022,Sydney
13616,Cole Ramirez,Male,14-07-2021,Sunbury
13617,Gerald Suri,Male,18-04-2022,Cranbourne
13618,Jay Raman,Male,11-07-2021,Geelong
13619,Arturo Xu,Male,20-07-2021,Rhodes
13620,Damien Ye,Male,06-07-2021,Coffs Harbour
13621,Melody Ruiz,Female,23-07-2022,Sunbury
13622,Alan Wang,Male,02-07-2021,Newcastle
13623,Mitchell Carson,Male,27-06-2022,Melbourne
13624,Nicole Long,Female,22-02-2022,Sunbury
13625,Jason Campbell,Male,21-07-2021,Port Macquarie
13626,Johnathan Madan,Male,13-07-2021,Brisbane
13627,Natasha Rubio,Female,17-03-2022,Darlinghurst
13628,Kaitlin Schmidt,Female,01-04-2022,Cranbourne
13629,Karla Yuan,Female,21-07-2021,Rockhampton
13630,Brenda Arun,Female,01-07-2021,Wollongong
13631,Joe Subram,Male,01-07-2021,Matraville
13632,Cheryl Munoz,Female,22-07-2021,Cloverdale
13633,Juan Ramos,Male,25-07-2021,North Ryde
13634,Alexis Russell,Female,03-09-2022,Brisbane
13635,Kurt Deng,Male,01-02-2022,Matraville
13636,Jarrod Rodriguez,Male,14-07-2021,Sunbury
13637,Victoria Cooper,Female,25-07-2021,Wollongong
13638,Diana Alvarez,Female,14-07-2021,Sydney
13639,Colin Liang,Male,14-02-2022,Geelong
13640,Rachael Patel,Female,15-03-2022,East Brisbane
13641,Adrian Watson,Male,17-03-2022,Hervey Bay
13642,Cassie Nara,Female,09-05-2022,Darlinghurst
13643,Ronald Sai,Male,07-07-2021,Lane Cove
13644,Kristi Dominguez,Female,16-07-2021,Bendigo
13645,Eugene He,Male,19-07-2021,Hawthorne
13646,Terry Yuan,Male,22-07-2021,Warrnambool
13647,Armando Alonso,Male,01-07-2021,East Brisbane
13648,Arturo Sharma,Male,29-07-2021,Rockhampton
13649,Rebekah Suarez,Female,20-07-2021,Townsville
13650,Jessie She,Male,11-07-2021,North Sydney
13651,Jerry Sharma,Male,06-07-2021,Perth
13652,Tamara Zeng,Female,08-05-2022,Beaverton
13653,Tony Chander,Male,13-05-2021,Burien
13654,Shawn Andersen,Male,08-07-2022,Bellingham
13655,Christopher Walker,Male,06-11-2022,Bellingham
13656,Faith Howard,Female,14-07-2022,Bellflower
13657,Kaylee Collins,Female,30-04-2021,Lebanon
13658,Wyatt Bennett,Male,13-05-2021,Redmond
13659,Clayton Shan,Male,05-06-2022,Ballard
13660,Ethan Davis,Male,20-05-2022,Metchosin
13661,Andre Sara,Male,05-02-2020,Warrington
13662,Miguel Roberts,Male,12-01-2021,Villeneuve-d'Ascq
13663,Melvin Tang,Male,02-02-2022,Stuttgart
13664,Larry Diaz,Male,27-07-2022,Oxon
13665,Kristi Randall,Female,02-08-2022,Woolston
13666,Teresa Ruiz,Female,14-04-2020,Grevenbroich
13667,Andres Deng,Male,03-01-2021,Les Ulis
13668,Stanley Martinez,Male,06-02-2022,Coffs Harbour
13669,Kristy Gill,Female,20-04-2022,Gold Coast
13670,Brittney Zeng,Female,22-02-2022,Port Macquarie
13671,Frank Ramos,Male,28-01-2023,Poing
13672,Benjamin Davis,Male,27-06-2022,Lille
13673,Sandra He,Female,17-11-2022,Verrieres Le Buisson
13674,Drew Shen,Male,05-05-2022,Paris
13675,Stanley Sai,Male,16-06-2022,London
13676,George Kapoor,Male,27-03-2022,W. York
13677,Brian Albrecht,Female,04-01-2023,Saarbrücken
13678,Warren Goel,Male,23-02-2020,High Wycombe
13679,Sandra Li,Female,23-02-2020,Lancaster
13680,Jan Watson,Female,17-02-2020,Warrington
13681,Adam Hall,Male,01-10-2022,Paris
13682,Fernando Lopez,Male,13-06-2022,Paderborn
13683,Sheila Torres,Female,13-10-2022,Kiel
13684,Francis Dominguez,Male,29-11-2022,Kassel
13685,Briana Torres,Female,29-04-2020,Berlin
13686,Peter Jai,Male,08-04-2020,Dresden
13687,Mario Xie,Male,09-02-2020,Bury
13688,Ruben Sanchez,Male,29-06-2022,Oxon
13689,Teresa Ramos,Female,21-02-2020,York
13690,Claudia Gao,Female,23-02-2020,W. York
13691,Ariana Bailey,Female,25-02-2020,Billericay
13692,Curtis Li,Male,23-10-2022,Cambridge
13693,Dominic Gonzalez,Male,18-02-2020,London
13694,Savannah Gray,Female,05-04-2022,Gateshead
13695,Christian Clark,Male,18-06-2022,Roubaix
13696,Katherine Edwards,Female,21-02-2022,Neunkirchen
13697,Jésus Munoz,Male,24-04-2020,Offenbach
13698,Catherine Sanchez,Female,20-02-2022,Kassel
13699,Rachel Alexander,Female,15-10-2022,Milwaukie
13700,Evan Howard,Male,24-05-2021,Daly City
13701,Haley Scott,Female,30-04-2022,Newton
13702,Jessie Suarez,Female,17-05-2021,Chula Vista
13703,Mackenzie Sanders,Female,06-05-2022,Kirkland
13704,Victoria Davis,Female,13-05-2021,Walla Walla
13705,Blake Mitchell,Male,15-05-2021,Portland
13706,Kaitlyn Peterson,Female,28-11-2022,Cliffside
13707,Austin Smith,Male,29-08-2022,Royal Oak
13708,Jennifer Bennett,Female,25-02-2022,Cliffside
13709,Zachary Robinson,Male,11-11-2022,Langford
13710,Destiny Harris,Female,30-10-2022,Oak Bay
13711,Thomas Mitchell,Male,16-11-2022,Royal Oak
13712,Nancy Martinez,Female,04-05-2021,Beaverton
13713,Alexander Walker,Male,27-05-2021,Sedro Woolley
13714,Amanda Ward,Female,11-05-2021,Milwaukie
13715,Eduardo Sanchez,Male,23-06-2021,Chula Vista
13716,Brandon Jai,Male,12-06-2021,Downey
13717,Audrey Gill,Female,17-05-2022,Beaverton
13718,Marcus Barnes,Male,31-05-2021,Redmond
13719,Isaac Carter,Male,26-05-2022,Langford
13720,Cameron Johnson,Male,13-09-2022,Sooke
13721,Lucas Howard,Male,18-06-2021,Olympia
13722,Luke Campbell,Male,21-06-2021,Puyallup
13723,Leonard Raje,Male,01-11-2022,Burbank
13724,Charles Thompson,Male,10-06-2021,Mill Valley
13725,Nathan Henderson,Male,18-06-2021,San Gabriel
13726,Austin Lewis,Male,14-06-2021,Torrance
13727,Paula Rubio,Female,10-12-2022,Berkeley
13728,Taylor Stewart,Female,25-06-2021,Bellflower
13729,Jason Li,Male,24-06-2021,Sedro Woolley
13730,Walter Suarez,Male,30-05-2021,Bellingham
13731,Jan James,Female,23-01-2023,Coronado
13732,Julian Isla,Female,03-02-2022,N. Vancouver
13733,Sydney Collins,Female,01-06-2021,Burien
13734,Kristi Gonzalez,Female,05-06-2021,Berkeley
13735,Dennis Guo,Male,03-06-2021,Bremerton
13736,Cole Rivera,Male,09-06-2021,Spring Valley
13737,Garrett Sanders,Male,01-07-2022,Bellflower
13738,Jose Young,Male,16-01-2023,Los Angeles
13739,Jason Coleman,Male,24-08-2022,Renton
13740,Jada Ramirez,Female,29-08-2022,Walla Walla
13741,Haley Morgan,Female,15-06-2021,Imperial Beach
13742,Benjamin Ross,Male,21-07-2021,Bremerton
13743,Isabella Anderson,Female,07-11-2022,Oak Bay
13744,Alvin Andersen,Male,28-07-2021,Bremerton
13745,Andrew Robinson,Male,27-07-2021,Milwaukie
13746,Janelle Madan,Female,10-07-2021,Berkeley
13747,Brian Torres,Male,30-07-2021,Kirkland
13748,José Martinez,Male,20-04-2022,Renton
13749,Julio Alonso,Male,24-06-2022,Burlingame
13750,Raymond Sai,Male,08-06-2022,Bremerton
13751,Allison Rivera,Female,20-06-2022,Vancouver
13752,Isabella Parker,Female,14-08-2022,La Jolla
13753,Rebecca Nicholls,Female,28-01-2023,Redwood City
13754,Paige Peterson,Female,18-12-2022,Ballard
13755,Luke Roberts,Male,03-12-2022,Beaverton
13756,Kaylee Young,Female,01-03-2022,Sooke
13757,Jordyn Griffin,Female,06-08-2022,Issaquah
13758,Alexandria Bell,Female,04-02-2022,Langford
13759,Jackson Scott,Male,03-04-2022,El Cajon
13760,Brian Cooper,Male,13-06-2022,Langley
13761,Logan Powell,Male,24-06-2022,Oregon City
13762,Gavin Long,Male,27-03-2022,Royal Oak
13763,Stephanie Richardson,Female,10-09-2022,Yakima
13764,Stephanie Parker,Female,17-03-2022,Dunkerque
13765,Jaime Shen,Male,02-03-2020,London
13766,Joe Gill,Male,14-01-2021,Paris
13767,Linda Jimenez,Female,10-04-2020,München
13768,Ross Munoz,Male,17-01-2021,Courbevoie
13769,Brendan Kumar,Male,17-01-2021,Lieusaint
13770,Gerald Moreno,Male,19-04-2020,Frankfurt
13771,Victor Moreno,Male,09-05-2020,Hamburg
13772,Michele Perez,Female,06-03-2020,Peterborough
13773,Dana Blanco,Female,10-07-2022,Dunkerque
13774,Steve Guo,Male,28-05-2020,Hamburg
13775,Patricia Subram,Female,19-12-2022,Hannover
13776,Miguel Carter,Male,08-03-2022,Billericay
13777,Manuel Perez,Male,26-03-2020,London
13778,Roger Huang,Male,08-05-2020,Braunschweig
13779,Manuel Garcia,Male,02-01-2021,Paris
13780,Monica Perez,Female,24-11-2022,Colombes
13781,Dominique Patel,Female,03-06-2022,Paris
13782,Kelli Lu,Female,03-05-2020,Essen
13783,Logan Wright,Male,18-03-2020,Peterborough
13784,Spencer Griffin,Male,08-03-2020,Warrington
13785,Clayton She,Male,29-04-2022,London
13786,Jon Chavez,Male,04-08-2022,Kassel
13787,Glenn Cai,Male,16-05-2022,Grevenbroich
13788,Kari Fernandez,Female,30-03-2022,Birmingham
13789,Julie Shan,Female,09-05-2020,Saarbrücken
13790,Nina Deng,Female,17-05-2020,Münster
13791,Audrey Martin,Female,05-06-2022,Milton Keynes
13792,Charles Taylor,Male,02-03-2020,York
13793,Jason Gonzales,Male,18-01-2021,Roubaix
13794,Mallory Martin,Female,30-03-2020,Woolston
13795,Carl Raje,Male,05-05-2020,Frankfurt am Main
13796,Martha Zheng,Female,01-11-2022,Duesseldorf
13797,Franklin Gao,Male,30-12-2022,Kiel
13798,Tammy Randall,Female,05-12-2022,West Sussex
13799,Bryan Bailey,Male,16-01-2021,Chatou
13800,Logan Li,Male,21-01-2021,Lille
13801,Colleen Andersen,Female,09-02-2021,Chatou
13802,Tina Subram,Female,22-02-2022,Dunkerque
13803,Krystal Zheng,Female,12-08-2022,Saarlouis
13804,Dawn Luo,Female,31-12-2022,Birmingham
13805,Gabriel Hernandez,Male,29-05-2022,Runcorn
13806,Bryant Mehta,Male,12-02-2021,Orly
13807,Frederick Rana,Male,28-06-2020,Duesseldorf
13808,Richard Perez,Male,05-06-2020,Erlangen
13809,Lisa Zhou,Female,18-04-2022,Milton Keynes
13810,Vanessa Barnes,Female,19-12-2022,Watford
13811,Sandra Chen,Female,23-02-2021,Bobigny
13812,Joanna Munoz,Female,10-02-2021,Orleans
13813,Kristen Sun,Female,03-03-2022,Tremblay-en-France
13814,Sarah Walker,Female,22-03-2022,Bury
13815,Lacey Lin,Female,09-02-2022,London
13816,Marissa Henderson,Female,23-04-2022,Peterborough
13817,Jenny Huang,Female,13-06-2022,Colombes
13818,Dawn Chander,Female,31-01-2022,Drancy
13819,Max Gill,Male,22-06-2022,Les Ulis
13820,Danny Alvarez,Male,28-03-2020,London
13821,Allen Lopez,Male,01-03-2020,Woolston
13822,Jay Moyer,Male,14-06-2020,Erlangen
13823,Margaret Zheng,Female,16-02-2021,Verrieres Le Buisson
13824,Destiny Wood,Female,20-10-2022,Werne
13825,Kelvin Ma,Male,25-08-2022,Lille
13826,Candice He,Female,06-11-2022,Darmstadt
13827,Nathan Harris,Male,17-07-2022,Frankfurt
13828,Jessie Travers,Female,31-10-2022,Frankfurt am Main
13829,Randall Carlson,Male,13-06-2020,Grevenbroich
13830,Andrea Cox,Female,11-12-2022,Esher-Molesey
13831,Eddie Alvarez,Male,06-03-2022,Morangis
13832,Priscilla Raji,Female,20-03-2022,Courbevoie
13833,Noah Lewis,Male,18-11-2022,Drancy
13834,Naomi Suarez,Female,09-11-2022,Morangis
13835,Hailey Brooks,Female,28-08-2022,Paris
13836,Dominic Sara,Male,01-06-2020,Hof
13837,Alyssa Lee,Female,12-11-2022,Hof
13838,Jill Rubio,Female,11-09-2022,Oxford
13839,Manuel Madan,Male,03-02-2021,Roissy en Brie
13840,Tommy Pal,Male,25-02-2021,Boulogne-sur-Mer
13841,Clayton Kumar,Male,22-03-2020,York
13842,Kenneth Xie,Male,15-06-2020,Braunschweig
13843,Warren Xie,Male,11-03-2022,Saint Germain en Laye
13844,Phillip Mehta,Male,26-06-2020,Paderborn
13845,Shawn Nara,Male,25-03-2020,Kirkby
13846,Lisa Zheng,Female,30-03-2020,Newcastle upon Tyne
13847,Kurt Tang,Male,20-03-2020,Oxford
13848,Melissa Blue,Female,09-02-2022,W. Linn
13849,Preston Rodriguez,Male,08-07-2021,Beaverton
13850,Anthony Thompson,Male,03-06-2022,Beverly Hills
13851,Seth Moore,Male,11-11-2022,Port Hammond
13852,Ian Robinson,Male,28-11-2022,N. Vancouver
13853,Connor Zhang,Male,13-12-2022,Newton
13854,Kyle Parker,Male,24-07-2021,Chula Vista
13855,Sarah Washington,Female,22-07-2021,Colma
13856,Ian Scott,Male,12-07-2021,Lincoln Acres
13857,Victoria Thompson,Female,10-12-2022,Woodburn
